-BEGIN HEADER-,,,,,,,,,,,
24.75,88.25,2021,9,26,26.14,25.98,31.83,86.49,0.99,100.16,4.43
25.25,82.25,2021,9,26,24.97,24.44,32.04,83.73,0.92,98.95,5
25.25,82.75,2021,9,26,25.1,24.44,32.09,83.87,1.04,98.98,4.87
25.25,83.25,2021,9,26,25.26,24.38,31.96,84.81,1.34,98.97,4.67
25.25,83.75,2021,9,26,25.44,24.45,32.05,85.78,1.99,99.08,4.52
25.25,84.25,2021,9,26,25.73,24.75,31.76,87.48,2.08,99.36,4.6
25.25,84.75,2021,9,26,25.92,25.05,30.97,89.28,2.22,99.52,4.68
25.25,85.25,2021,9,26,26.01,25.37,30.42,90.24,2.04,99.56,4.77
25.25,85.75,2021,9,26,25.98,25.69,30.48,89.69,1.44,99.52,5.01
25.25,86.25,2021,9,26,25.8,26,31.15,87.19,0.65,99.4,5.64
25.25,86.75,2021,9,26,25.84,25.82,31.79,86.36,0.5,99.61,6.12
25.25,87.25,2021,9,26,25.87,25.5,32,86.38,0.43,99.64,5.98
25.25,87.75,2021,9,26,25.98,25.39,31.97,86.76,0.36,99.82,5.42
25.25,88.25,2021,9,26,26.16,25.55,31.77,87.14,0.36,100.13,4.76
25.75,82.25,2021,9,26,25.22,24.71,32.13,83.4,0.54,99.41,4.86
25.75,82.75,2021,9,26,25.47,24.83,32.32,83.81,0.67,99.49,4.59
25.75,83.25,2021,9,26,25.75,24.9,32.35,85.36,0.99,99.57,4.49
25.75,83.75,2021,9,26,25.91,24.93,32.42,86.66,1.43,99.64,4.84
25.75,84.25,2021,9,26,25.99,25.02,31.97,88.08,1.2,99.69,5.16
25.75,84.75,2021,9,26,26.07,25.28,31,89.71,1.02,99.75,5.53
25.75,85.25,2021,9,26,26.18,25.65,30.22,91.15,0.85,99.81,5.64
25.75,85.75,2021,9,26,26.27,25.98,30.07,91.66,0.62,99.86,5.49
25.75,86.25,2021,9,26,26.25,26.08,30.73,90.19,0.23,99.85,5.36
25.75,86.75,2021,9,26,26.16,25.63,31.47,88.71,0.17,99.92,5.75
25.75,87.25,2021,9,26,26.1,25.2,31.84,88.14,0.13,99.92,5.96
25.75,87.75,2021,9,26,26.12,25.05,31.88,88.2,0.2,99.96,5.88
25.75,88.25,2021,9,26,26.21,25.24,31.7,88.39,0.35,100.02,5.53
26.25,82.25,2021,9,26,25.27,24.77,31.9,83.63,0.26,99.38,4.74
26.25,82.75,2021,9,26,25.58,24.95,32.21,84.29,0.36,99.48,4.32
26.25,83.25,2021,9,26,25.93,25.15,32.4,86.12,0.63,99.55,4.34
26.25,83.75,2021,9,26,26.1,25.26,32.45,87.34,0.81,99.62,5.19
26.25,84.25,2021,9,26,26.09,25.31,32.08,88.02,0.65,99.68,5.9
26.25,84.75,2021,9,26,26.14,25.5,31.43,88.86,0.6,99.73,6.37
26.25,85.25,2021,9,26,26.2,25.69,30.77,89.89,0.62,99.75,6.61
26.25,85.75,2021,9,26,26.19,25.76,30.33,90.62,0.58,99.68,6.45
26.25,86.25,2021,9,26,25.98,25.61,30.32,90.12,0.3,99.45,5.62
26.25,86.75,2021,9,26,25.72,25.2,30.83,88.52,0.21,99.11,5.72
26.25,87.25,2021,9,26,25.47,24.71,31.07,87.86,0.2,98.77,5.98
26.25,87.75,2021,9,26,25.43,24.59,31.15,87.86,0.29,98.65,6.07
26.25,88.25,2021,9,26,25.65,24.92,31.27,87.84,0.43,98.87,5.86
22.75,82.25,2021,9,27,23.48,22.9,28.47,89.88,1.19,94.96,8.19
22.75,82.75,2021,9,27,23.39,22.72,28.73,89.36,1.02,94.99,8.28
22.75,83.25,2021,9,27,22.97,22.33,28.39,89.4,0.43,94.25,8.58
22.75,83.75,2021,9,27,22.79,22.22,27.96,89.88,0.25,93.82,8.65
22.75,84.25,2021,9,27,23.13,22.55,28.14,90.4,0.64,94.37,8.24
22.75,84.75,2021,9,27,23.43,22.86,28.21,91.13,1.04,94.87,7.91
22.75,85.25,2021,9,27,23.81,23.23,28.39,91.73,1.48,95.62,7.44
22.75,85.75,2021,9,27,24.26,23.67,28.72,91.99,2.1,96.65,6.75
22.75,86.25,2021,9,27,24.69,24.05,29.12,91.84,3.09,97.72,5.92
22.75,86.75,2021,9,27,25.2,24.31,29.55,91.97,4.54,98.89,5.62
22.75,87.25,2021,9,27,25.58,24.6,30.04,92,4.69,99.69,5.47
22.75,87.75,2021,9,27,25.81,24.86,30.32,92.06,5.23,100.15,5.78
22.75,88.25,2021,9,27,25.92,25.09,30.31,92.26,6.44,100.34,6.59
23.25,82.25,2021,9,27,23.15,22.83,28.25,89.61,0.95,94.11,7.17
23.25,82.75,2021,9,27,23.04,22.6,28.67,89.04,0.83,94.11,7.19
23.25,83.25,2021,9,27,22.71,22.21,28.64,88.72,0.47,93.68,7.56
23.25,83.75,2021,9,27,22.28,21.76,27.87,89.47,0.31,92.83,7.95
23.25,84.25,2021,9,27,22.53,22.01,27.43,90.62,0.62,93.07,7.88
23.25,84.75,2021,9,27,22.88,22.4,27.43,91.41,1.01,93.65,7.66
23.25,85.25,2021,9,27,23.43,22.96,27.92,91.66,1.59,94.81,7.09
23.25,85.75,2021,9,27,24.1,23.57,28.74,91.39,2.44,96.36,6.25
23.25,86.25,2021,9,27,24.64,23.98,29.49,90.84,3.55,97.7,5.54
23.25,86.75,2021,9,27,25.11,24.16,29.88,91.19,4.97,98.7,5.75
23.25,87.25,2021,9,27,25.51,24.53,30.29,91.64,5.48,99.5,5.88
23.25,87.75,2021,9,27,25.8,24.88,30.42,92.15,6.09,100.03,5.93
23.25,88.25,2021,9,27,25.96,25.13,30.3,92.65,7.23,100.29,6.14
23.75,82.25,2021,9,27,23.4,23.43,28.41,89.26,0.6,94.72,6.41
23.75,82.75,2021,9,27,23.44,23.35,29.06,88.69,0.57,94.91,6.26
23.75,83.25,2021,9,27,23.43,23.21,29.79,87.86,0.52,95.16,6.52
23.75,83.75,2021,9,27,23.12,22.75,29.47,88.28,0.44,94.67,6.95
23.75,84.25,2021,9,27,23.26,22.8,28.98,89.18,0.6,94.75,7.27
23.75,84.75,2021,9,27,23.31,22.91,28.62,89.91,1.08,94.7,7.36
23.75,85.25,2021,9,27,23.54,23.18,28.71,90.22,2.12,95.16,6.97
23.75,85.75,2021,9,27,24.01,23.56,29.25,90.14,3.65,96.23,6.21
23.75,86.25,2021,9,27,24.56,23.81,29.95,89.94,5.32,97.46,5.64
23.75,86.75,2021,9,27,25.08,24.14,30.25,90.54,6.09,98.45,5.88
23.75,87.25,2021,9,27,25.51,24.58,30.37,91.44,6.7,99.25,5.91
23.75,87.75,2021,9,27,25.85,25.01,30.41,92.05,6.87,99.87,5.78
23.75,88.25,2021,9,27,26.05,25.35,30.42,92.26,6.91,100.26,5.65
24.25,82.25,2021,9,27,23.96,24.13,29.09,88.7,0.33,96.25,6.23
24.25,82.75,2021,9,27,24.12,24.19,29.38,88.55,0.39,96.52,6.12
24.25,83.25,2021,9,27,24.23,24.18,29.94,88.16,0.59,96.81,6.17
24.25,83.75,2021,9,27,24.26,23.99,30.4,88.19,0.64,96.94,6.23
24.25,84.25,2021,9,27,24.4,24.02,30.59,88.19,0.74,97.16,6.49
24.25,84.75,2021,9,27,24.26,23.93,30.4,88.22,1.24,96.83,6.7
24.25,85.25,2021,9,27,24.17,23.87,30.24,88.36,2.64,96.62,6.62
24.25,85.75,2021,9,27,24.3,23.86,30.29,88.68,4.91,96.85,6.28
24.25,86.25,2021,9,27,24.67,23.86,30.5,89.25,7.53,97.48,5.99
24.25,86.75,2021,9,27,25.12,24.16,30.47,90.3,7.56,98.27,6.04
24.25,87.25,2021,9,27,25.5,24.59,30.36,91.2,8.11,98.95,5.93
24.25,87.75,2021,9,27,25.85,25.15,30.49,91.29,7.45,99.64,5.86
24.25,88.25,2021,9,27,26.13,25.65,30.73,90.94,5.8,100.23,5.78
24.75,82.25,2021,9,27,24.54,24.75,29.72,88.69,0.24,97.68,6.22
24.75,82.75,2021,9,27,24.67,24.87,29.66,88.81,0.33,97.79,6.19
24.75,83.25,2021,9,27,24.8,24.88,29.66,89.16,0.63,97.88,6.21
24.75,83.75,2021,9,27,24.93,24.86,30.09,89.06,0.79,98.05,6.31
24.75,84.25,2021,9,27,25.12,24.96,30.7,88.66,1.01,98.5,6.3
24.75,84.75,2021,9,27,25.1,24.88,31.01,88.19,1.54,98.54,6.28
24.75,85.25,2021,9,27,25.04,24.74,31.11,88.04,3.07,98.4,6.25
24.75,85.75,2021,9,27,25.05,24.61,31.08,88.42,5.74,98.28,6.2
24.75,86.25,2021,9,27,25.19,24.51,30.96,89.34,9.15,98.32,6.14
24.75,86.75,2021,9,27,25.47,24.69,30.57,90.54,8.59,98.8,6.12
24.75,87.25,2021,9,27,25.66,25,30.49,90.68,9.02,99.11,5.98
24.75,87.75,2021,9,27,25.92,25.51,30.73,90.14,7.67,99.62,5.89
24.75,88.25,2021,9,27,26.21,26.01,31.02,89.66,4.78,100.21,5.8
25.25,82.25,2021,9,27,25.28,25.46,30.05,89.57,0.24,98.92,6.36
25.25,82.75,2021,9,27,25.38,25.58,30.11,89.46,0.34,98.96,6.28
25.25,83.25,2021,9,27,25.48,25.57,30.04,89.9,0.68,98.96,6.18
25.25,83.75,2021,9,27,25.58,25.6,30.19,89.88,0.97,99.08,6.38
25.25,84.25,2021,9,27,25.68,25.69,30.51,89.7,1.4,99.38,6.37
25.25,84.75,2021,9,27,25.74,25.66,30.75,89.58,1.92,99.54,6.32
25.25,85.25,2021,9,27,25.8,25.58,30.87,89.62,3.3,99.6,6.28
25.25,85.75,2021,9,27,25.86,25.5,30.93,89.88,5.81,99.56,6.23
25.25,86.25,2021,9,27,25.92,25.43,30.98,90.41,9.22,99.47,6.09
25.25,86.75,2021,9,27,26.05,25.52,30.72,91.06,8.68,99.67,5.99
25.25,87.25,2021,9,27,26.07,25.7,30.76,90.52,8.66,99.7,5.9
25.25,87.75,2021,9,27,26.13,25.96,31,89.75,7.05,99.88,5.77
25.25,88.25,2021,9,27,26.24,26.2,31.38,89.01,4.22,100.18,5.61
25.75,82.25,2021,9,27,25.76,25.7,30.81,89.44,0.28,99.4,6.28
25.75,82.75,2021,9,27,25.89,25.81,30.75,89.75,0.38,99.49,6.21
25.75,83.25,2021,9,27,25.99,25.86,30.55,90.46,0.78,99.58,6.02
25.75,83.75,2021,9,27,26.03,25.89,30.45,90.66,1.24,99.66,6.02
25.75,84.25,2021,9,27,26.02,26.02,30.74,90.11,1.71,99.71,6.08
25.75,84.75,2021,9,27,26.07,26.04,30.82,90.18,2.06,99.78,6.16
25.75,85.25,2021,9,27,26.16,26,30.76,90.59,3.04,99.86,6.14
25.75,85.75,2021,9,27,26.27,25.93,30.69,91.09,4.92,99.91,6.03
25.75,86.25,2021,9,27,26.36,25.89,30.76,91.44,7.44,99.91,5.92
25.75,86.75,2021,9,27,26.41,25.99,30.84,91.29,7.52,99.97,5.71
25.75,87.25,2021,9,27,26.35,26.1,30.95,90.46,7.09,99.98,5.5
25.75,87.75,2021,9,27,26.27,26.19,31.31,89.22,5.63,100.01,5.3
25.75,88.25,2021,9,27,26.23,26.31,32.04,87.64,3.82,100.06,5.18
26.25,82.25,2021,9,27,25.99,25.78,31.58,88.95,0.38,99.38,6.04
26.25,82.75,2021,9,27,26.14,25.89,31.43,89.49,0.47,99.48,6.04
26.25,83.25,2021,9,27,26.23,25.95,31.09,90.24,0.89,99.57,6
26.25,83.75,2021,9,27,26.23,26.05,30.81,90.31,1.36,99.65,5.89
26.25,84.25,2021,9,27,26.23,26.21,31.21,89.56,1.71,99.71,5.94
26.25,84.75,2021,9,27,26.28,26.26,31.2,89.84,1.94,99.76,6
26.25,85.25,2021,9,27,26.34,26.22,31.03,90.39,2.57,99.79,5.88
26.25,85.75,2021,9,27,26.34,26.15,30.85,90.68,3.69,99.73,5.62
26.25,86.25,2021,9,27,26.24,26.08,30.81,90.41,5,99.5,5.51
26.25,86.75,2021,9,27,26.01,25.93,30.97,89.06,5.13,99.16,4.99
26.25,87.25,2021,9,27,25.68,25.69,30.96,87.86,4.84,98.81,4.65
26.25,87.75,2021,9,27,25.5,25.63,31.1,86.52,4.03,98.69,4.5
26.25,88.25,2021,9,27,25.57,25.88,31.65,85.06,3.48,98.91,4.58
22.75,82.25,2021,9,28,22.88,22.91,27.96,88.38,0.73,95.14,7.45
22.75,82.75,2021,9,28,22.88,22.93,28.04,87.72,0.9,95.17,7.28
22.75,83.25,2021,9,28,22.58,22.61,27.63,88.18,1.46,94.42,7.52
22.75,83.75,2021,9,28,22.51,22.38,27.46,89.25,2.8,93.97,7.18
22.75,84.25,2021,9,28,22.9,22.69,27.62,90.58,5.39,94.5,6.54
22.75,84.75,2021,9,28,23.21,22.99,27.45,91.99,7.88,94.98,6.78
22.75,85.25,2021,9,28,23.56,23.23,27.19,93.38,10.42,95.71,7.61
22.75,85.75,2021,9,28,23.95,23.41,26.97,94.52,14.22,96.73,8.63
22.75,86.25,2021,9,28,24.3,23.64,26.86,95.12,21.6,97.82,9.29
22.75,86.75,2021,9,28,24.72,24.28,27.08,95.18,35.33,99,9.91
22.75,87.25,2021,9,28,24.98,24.67,27.36,94.81,43.32,99.82,9.83
22.75,87.75,2021,9,28,25.11,24.98,27.61,94.22,47.82,100.29,9.86
22.75,88.25,2021,9,28,25.17,25.28,27.74,93.64,47.27,100.51,9.88
23.25,82.25,2021,9,28,22.54,22.48,27.59,88.81,0.25,94.29,7.59
23.25,82.75,2021,9,28,22.59,22.45,27.85,88.51,0.43,94.28,6.85
23.25,83.25,2021,9,28,22.4,22.22,27.82,88.72,1.29,93.84,6.69
23.25,83.75,2021,9,28,22.1,21.81,27.23,89.88,3.33,92.98,6.82
23.25,84.25,2021,9,28,22.27,21.97,26.97,91.02,6.32,93.21,6.98
23.25,84.75,2021,9,28,22.56,22.34,26.85,91.97,8.21,93.77,7.88
23.25,85.25,2021,9,28,23.04,22.71,26.97,92.74,9.66,94.92,8.77
23.25,85.75,2021,9,28,23.66,23.04,27.26,93.32,11.44,96.48,9.31
23.25,86.25,2021,9,28,24.15,23.44,27.4,93.62,14.36,97.83,9.52
23.25,86.75,2021,9,28,24.51,24.04,27.59,93.6,19.73,98.84,9.53
23.25,87.25,2021,9,28,24.79,24.45,27.93,93.41,23.81,99.64,8.9
23.25,87.75,2021,9,28,24.96,24.76,28.2,93.14,25.15,100.19,8.58
23.25,88.25,2021,9,28,25.04,25.04,28.27,92.92,23.49,100.47,8.66
23.75,82.25,2021,9,28,22.92,22.91,28.55,87.94,0.14,94.89,7.6
23.75,82.75,2021,9,28,23.08,22.98,28.8,88.07,0.42,95.08,6.66
23.75,83.25,2021,9,28,23.21,23.06,29,88.32,1.62,95.33,5.98
23.75,83.75,2021,9,28,23.02,22.78,28.35,89.88,4.26,94.83,6.07
23.75,84.25,2021,9,28,23.06,22.68,27.99,91,6.92,94.91,6.58
23.75,84.75,2021,9,28,22.97,22.66,27.58,91.58,7.96,94.85,7.47
23.75,85.25,2021,9,28,23.09,22.72,27.45,91.87,8.75,95.3,8.14
23.75,85.75,2021,9,28,23.49,22.9,27.6,92.05,9.9,96.37,8.35
23.75,86.25,2021,9,28,23.96,23.3,27.65,92.25,11.22,97.62,8.23
23.75,86.75,2021,9,28,24.32,23.85,27.88,92.25,12.27,98.61,7.87
23.75,87.25,2021,9,28,24.62,24.25,28.38,92.25,13.12,99.41,7.32
23.75,87.75,2021,9,28,24.86,24.64,28.81,92.11,13.11,100.04,7.12
23.75,88.25,2021,9,28,25.01,25,28.95,91.91,12.28,100.45,7.32
24.25,82.25,2021,9,28,23.6,23.65,29.9,86.52,0.1,96.42,6.81
24.25,82.75,2021,9,28,23.8,23.77,29.87,87.12,0.41,96.69,6.28
24.25,83.25,2021,9,28,23.99,23.88,29.73,88.06,1.51,96.98,5.87
24.25,83.75,2021,9,28,24.07,23.88,29.3,89.81,3.82,97.11,5.76
24.25,84.25,2021,9,28,24.14,23.88,29.23,90.79,5.85,97.33,6.16
24.25,84.75,2021,9,28,23.89,23.62,28.93,91.09,6.75,97,6.6
24.25,85.25,2021,9,28,23.67,23.4,28.61,91.14,7.8,96.79,7.11
24.25,85.75,2021,9,28,23.68,23.38,28.33,91.22,9.5,97.02,7.47
24.25,86.25,2021,9,28,23.89,23.54,28.03,91.47,11.52,97.66,7.3
24.25,86.75,2021,9,28,24.16,23.92,27.82,91.64,11.56,98.45,6.92
24.25,87.25,2021,9,28,24.44,24.2,28.13,91.89,11.71,99.13,6.47
24.25,87.75,2021,9,28,24.75,24.62,28.69,91.68,10.84,99.84,6.24
24.25,88.25,2021,9,28,25.01,25.08,29.2,91.13,8.98,100.44,6.28
24.75,82.25,2021,9,28,24.2,24.36,30.75,85.82,0.04,97.84,6.42
24.75,82.75,2021,9,28,24.3,24.41,30.5,86.44,0.22,97.95,6.15
24.75,83.25,2021,9,28,24.4,24.38,30.08,87.49,0.81,98.05,6.16
24.75,83.75,2021,9,28,24.51,24.51,29.71,88.72,2.04,98.22,6.04
24.75,84.25,2021,9,28,24.71,24.7,30.05,89.64,3.48,98.68,6.24
24.75,84.75,2021,9,28,24.66,24.54,30.22,89.84,4.67,98.72,6.07
24.75,85.25,2021,9,28,24.5,24.35,30.07,89.86,6.34,98.59,6.15
24.75,85.75,2021,9,28,24.35,24.28,29.66,90.06,8.71,98.47,6.49
24.75,86.25,2021,9,28,24.3,24.27,29.2,90.53,11.53,98.51,6.46
24.75,86.75,2021,9,28,24.42,24.42,28.71,90.86,11.51,98.98,6.27
24.75,87.25,2021,9,28,24.54,24.57,28.52,90.94,11.74,99.3,5.86
24.75,87.75,2021,9,28,24.76,24.84,28.64,90.69,10.18,99.83,5.64
24.75,88.25,2021,9,28,25.03,25.13,28.98,90.37,7.06,100.43,5.7
25.25,82.25,2021,9,28,24.83,25.03,31.43,85.86,0.03,99.08,6.71
25.25,82.75,2021,9,28,24.83,25.02,31.22,86.09,0.09,99.13,6.48
25.25,83.25,2021,9,28,24.85,24.97,30.81,86.81,0.32,99.13,6.44
25.25,83.75,2021,9,28,24.93,25.14,30.53,87.28,0.82,99.26,6.28
25.25,84.25,2021,9,28,25.13,25.32,30.93,88.08,1.79,99.56,6.15
25.25,84.75,2021,9,28,25.22,25.3,31.2,88.24,2.82,99.73,5.92
25.25,85.25,2021,9,28,25.2,25.22,31.22,88.24,4.38,99.78,5.79
25.25,85.75,2021,9,28,25.09,25.15,31.01,88.38,6.62,99.75,5.76
25.25,86.25,2021,9,28,24.96,25.11,30.71,88.78,9.41,99.66,5.66
25.25,86.75,2021,9,28,24.99,25.11,30.52,89.31,10.18,99.86,5.57
25.25,87.25,2021,9,28,24.97,25.15,30.08,89.42,9.99,99.9,5.42
25.25,87.75,2021,9,28,25.05,25.16,29.49,89.71,8.36,100.08,5.42
25.25,88.25,2021,9,28,25.23,25.16,29.05,90.32,5.79,100.4,5.62
25.75,82.25,2021,9,28,25.2,25.21,31.22,87.6,0.11,99.56,6.46
25.75,82.75,2021,9,28,25.19,25.23,31.16,87.56,0.17,99.66,6.41
25.75,83.25,2021,9,28,25.23,25.33,31.11,87.59,0.39,99.75,6.28
25.75,83.75,2021,9,28,25.24,25.51,30.67,87.72,0.72,99.83,6.11
25.75,84.25,2021,9,28,25.33,25.69,30.97,87.69,1.34,99.89,6.01
25.75,84.75,2021,9,28,25.4,25.71,31.37,87.22,1.88,99.96,5.9
25.75,85.25,2021,9,28,25.4,25.63,31.68,86.71,2.73,100.04,5.71
25.75,85.75,2021,9,28,25.34,25.53,31.84,86.43,4.15,100.09,5.44
25.75,86.25,2021,9,28,25.25,25.49,31.9,86.53,6.22,100.09,5.2
25.75,86.75,2021,9,28,25.27,25.48,32.1,87.13,8.29,100.16,5.22
25.75,87.25,2021,9,28,25.33,25.41,31.43,88.22,7.92,100.18,5.15
25.75,87.75,2021,9,28,25.42,25.3,30.48,89.54,6.67,100.21,5.07
25.75,88.25,2021,9,28,25.54,25.23,29.71,90.72,5.27,100.27,5.14
26.25,82.25,2021,9,28,25.38,25.25,30.34,90.09,0.28,99.54,5.95
26.25,82.75,2021,9,28,25.39,25.33,30.34,89.88,0.4,99.65,6.06
26.25,83.25,2021,9,28,25.42,25.51,30.42,89.44,0.8,99.75,6.11
26.25,83.75,2021,9,28,25.39,25.74,30.03,88.94,1.12,99.83,6.08
26.25,84.25,2021,9,28,25.39,25.98,30.34,87.81,1.31,99.89,6.07
26.25,84.75,2021,9,28,25.43,25.97,30.9,86.72,1.47,99.94,5.94
26.25,85.25,2021,9,28,25.42,25.87,31.46,85.79,1.83,99.97,5.62
26.25,85.75,2021,9,28,25.34,25.73,31.86,85.19,2.58,99.91,5.2
26.25,86.25,2021,9,28,25.2,25.52,32.05,85.22,3.9,99.68,5.01
26.25,86.75,2021,9,28,25.04,25.3,32.23,85.54,5.91,99.34,5
26.25,87.25,2021,9,28,24.95,24.94,31.56,87.01,6.19,99,4.87
26.25,87.75,2021,9,28,25.03,24.82,30.59,88.98,5.55,98.88,4.65
26.25,88.25,2021,9,28,25.26,25,29.84,90.46,4.66,99.11,4.56
22.75,82.25,2021,9,29,22.83,22.21,28.98,85.59,0.49,95.23,3.04
22.75,82.75,2021,9,29,22.94,22.16,28.33,87.83,0.62,95.24,3.68
22.75,83.25,2021,9,29,22.67,21.81,27.22,90.87,1.05,94.47,4.55
22.75,83.75,2021,9,29,22.46,21.89,26.32,92.59,1.78,94.01,5.44
22.75,84.25,2021,9,29,22.69,22.39,26.38,92.77,3.01,94.55,5.77
22.75,84.75,2021,9,29,22.91,22.56,27.2,91.52,7.08,95.07,6.49
22.75,85.25,2021,9,29,23.19,22.61,28.1,90.41,19.48,95.83,6.41
22.75,85.75,2021,9,29,23.51,22.73,28.8,89.83,41.42,96.87,5.59
22.75,86.25,2021,9,29,23.81,23.09,29.33,89.03,69.81,97.96,5.29
22.75,86.75,2021,9,29,24.1,23.85,29.85,87.46,72.53,99.14,5.57
22.75,87.25,2021,9,29,24.37,24.38,30.36,86.63,74.96,99.95,5.79
22.75,87.75,2021,9,29,24.75,24.79,29.81,88.64,62.95,100.42,5.98
22.75,88.25,2021,9,29,25.21,25.11,28.5,92.69,39.84,100.63,5.99
23.25,82.25,2021,9,29,22.64,21.9,28.64,87.52,0.36,94.36,4.38
23.25,82.75,2021,9,29,22.76,21.87,28.16,89.1,0.47,94.33,4.82
23.25,83.25,2021,9,29,22.64,21.63,27.48,91.12,0.79,93.86,5.15
23.25,83.75,2021,9,29,22.24,21.33,26.76,92.25,1.58,92.96,5.54
23.25,84.25,2021,9,29,22.28,21.68,26.51,92.82,3.46,93.21,6.34
23.25,84.75,2021,9,29,22.44,21.97,26.89,92.16,10.33,93.81,7.09
23.25,85.25,2021,9,29,22.8,22.31,27.5,91.31,29.62,95,6.85
23.25,85.75,2021,9,29,23.3,22.71,28.15,90.59,60.54,96.58,5.81
23.25,86.25,2021,9,29,23.7,23.1,28.83,89.59,94.13,97.93,5.24
23.25,86.75,2021,9,29,24.08,23.55,29.3,88.99,92.24,98.94,5.23
23.25,87.25,2021,9,29,24.52,24.01,29.48,89.46,93.5,99.75,5.35
23.25,87.75,2021,9,29,24.96,24.43,28.97,91.62,75.17,100.29,5.69
23.25,88.25,2021,9,29,25.34,24.8,28.11,94.44,41.37,100.57,6.08
23.75,82.25,2021,9,29,22.86,22.19,28.7,88.38,0.36,94.96,5.24
23.75,82.75,2021,9,29,23.06,22.34,28.55,89.04,0.44,95.13,5.82
23.75,83.25,2021,9,29,23.24,22.44,28.6,89.62,0.73,95.35,6.33
23.75,83.75,2021,9,29,23.03,22.05,28.38,90.38,1.47,94.81,6.69
23.75,84.25,2021,9,29,22.92,22.14,28.19,90.78,3.43,94.9,7.34
23.75,84.75,2021,9,29,22.72,22.19,27.81,90.82,10.84,94.87,7.39
23.75,85.25,2021,9,29,22.77,22.38,27.64,90.77,30.91,95.35,6.8
23.75,85.75,2021,9,29,23.14,22.72,27.85,90.65,62.04,96.44,5.85
23.75,86.25,2021,9,29,23.64,23.01,28.43,90.25,93.88,97.7,5.16
23.75,86.75,2021,9,29,24.19,23.39,28.7,91.02,87.54,98.69,5.17
23.75,87.25,2021,9,29,24.69,23.86,28.71,92.16,85.49,99.5,5.32
23.75,87.75,2021,9,29,25.1,24.38,28.43,93.49,65.8,100.12,5.69
23.75,88.25,2021,9,29,25.37,24.86,28.04,94.57,32.82,100.53,6.11
24.25,82.25,2021,9,29,23.37,22.94,29.33,87.84,0.23,96.5,5.29
24.25,82.75,2021,9,29,23.56,23.1,29.38,88.04,0.33,96.75,5.89
24.25,83.25,2021,9,29,23.72,23.23,29.56,88.05,0.65,97.02,6.8
24.25,83.75,2021,9,29,23.75,23.05,29.58,88.62,1.26,97.12,7.57
24.25,84.25,2021,9,29,23.7,23.01,29.59,88.92,2.55,97.35,7.42
24.25,84.75,2021,9,29,23.4,22.87,29.15,89.08,7.36,97.02,7.21
24.25,85.25,2021,9,29,23.23,22.84,28.64,89.41,20.72,96.83,6.72
24.25,85.75,2021,9,29,23.35,22.94,28.33,90.01,41.99,97.08,6.05
24.25,86.25,2021,9,29,23.72,23.06,28.35,90.69,64.86,97.72,5.52
24.25,86.75,2021,9,29,24.18,23.43,28.32,91.89,61.35,98.52,5.55
24.25,87.25,2021,9,29,24.6,23.89,28.13,93.12,56.64,99.2,5.7
24.25,87.75,2021,9,29,24.99,24.49,28.01,93.86,41.96,99.92,5.96
24.25,88.25,2021,9,29,25.28,25.08,28.01,93.99,21.4,100.53,6.2
24.75,82.25,2021,9,29,23.88,23.71,29.73,87.6,0.11,97.93,5.44
24.75,82.75,2021,9,29,23.97,23.7,29.73,88.01,0.19,98.02,5.9
24.75,83.25,2021,9,29,24.04,23.72,29.97,88.02,0.45,98.1,6.49
24.75,83.75,2021,9,29,24.07,23.76,30.06,88,0.82,98.26,6.99
24.75,84.25,2021,9,29,24.18,23.77,30.18,88.25,1.37,98.72,6.87
24.75,84.75,2021,9,29,24.09,23.68,30.05,88.31,3.27,98.76,6.73
24.75,85.25,2021,9,29,23.98,23.6,29.73,88.59,9.04,98.64,6.52
24.75,85.75,2021,9,29,23.96,23.58,29.29,89.27,18.79,98.53,6.24
24.75,86.25,2021,9,29,24.07,23.6,28.85,90.34,30.16,98.58,5.97
24.75,86.75,2021,9,29,24.33,23.86,28.43,91.67,31.47,99.06,6.11
24.75,87.25,2021,9,29,24.56,24.19,27.94,92.94,27.87,99.38,6.18
24.75,87.75,2021,9,29,24.84,24.66,27.78,93.55,20.87,99.91,6.25
24.75,88.25,2021,9,29,25.1,25.11,27.92,93.5,13.1,100.53,6.26
25.25,82.25,2021,9,29,24.38,24.4,29.93,87.59,0.13,99.19,5.59
25.25,82.75,2021,9,29,24.46,24.41,29.67,88.46,0.16,99.22,6.08
25.25,83.25,2021,9,29,24.53,24.43,29.82,89.03,0.27,99.2,6.48
25.25,83.75,2021,9,29,24.54,24.55,30.22,88.53,0.4,99.32,6.57
25.25,84.25,2021,9,29,24.62,24.56,30.32,88.58,0.69,99.62,6.58
25.25,84.75,2021,9,29,24.65,24.52,30.22,88.74,1.39,99.79,6.52
25.25,85.25,2021,9,29,24.65,24.49,30.04,88.97,3.25,99.86,6.42
25.25,85.75,2021,9,29,24.62,24.48,29.78,89.34,6.51,99.83,6.37
25.25,86.25,2021,9,29,24.59,24.45,29.37,90.06,10.9,99.74,6.44
25.25,86.75,2021,9,29,24.69,24.57,28.78,91.31,13.29,99.96,6.58
25.25,87.25,2021,9,29,24.74,24.69,28.2,92.43,12.49,100,6.53
25.25,87.75,2021,9,29,24.83,24.82,27.94,93.11,10.71,100.2,6.37
25.25,88.25,2021,9,29,24.94,24.91,27.96,93.29,8.83,100.52,6.12
